user_id,group,converted,revenue,metric,genre,device,age_group,region,plan,creative,timestamp
U0002465,control,0,0.0,0.0,Documentary,Tablet,18-24,EMEA,Basic,Interactive Overlay,2026-03-14 06:54:30.625065
U0008582,variant,0,0.0,0.0,Animation,Game Console,45-54,North America,Standard,Hero Banner,2026-03-08 08:04:08.625065
U0005506,variant,0,0.0,0.0,Animation,Smart TV,35-44,APAC,Basic,Carousel,2026-03-08 20:22:17.625065
U0002698,control,0,0.0,0.0,Action,Desktop,35-44,APAC,Standard,Hero Banner,2026-03-11 01:44:47.625065
U0002447,control,0,0.0,0.0,Action,Smart TV,35-44,North America,Standard,Carousel,2026-03-17 04:16:19.625065
U0000019,control,0,0.0,0.0,Comedy,Desktop,45-54,EMEA,Basic,Interactive Overlay,2026-03-13 08:21:06.625065
U0002748,control,0,0.0,0.0,Documentary,Mobile,55+,North America,Standard,Pre-Roll 15s,2026-03-07 20:16:49.625065
U0005399,variant,0,0.0,0.0,Comedy,Smart TV,45-54,LATAM,Standard,Pre-Roll 15s,2026-03-16 15:47:23.625065
U0008078,variant,1,19.69,1.0,Documentary,Game Console,25-34,EMEA,Standard,Hero Banner,2026-03-11 19:18:43.625065
U0006871,variant,0,0.0,0.0,Sci-Fi,Desktop,45-54,North America,Standard,Interactive Overlay,2026-03-05 22:23:54.625065
U0004708,control,0,0.0,0.0,Sci-Fi,Tablet,35-44,North America,Standard,Hero Banner,2026-03-11 05:49:56.625065
U0009476,variant,0,0.0,0.0,Action,Desktop,25-34,North America,Standard,Mid-Roll 30s,2026-03-19 18:20:47.625065
U0000809,control,1,23.36,1.0,Documentary,Game Console,45-54,APAC,Premium,Pre-Roll 15s,2026-03-14 00:18:42.625065
U0007477,variant,0,0.0,0.0,Drama,Mobile,18-24,North America,Premium,Carousel,2026-03-10 20:55:28.625065
U0002273,control,0,0.0,0.0,Comedy,Mobile,18-24,APAC,Standard,Teaser Clip,2026-03-16 00:24:46.625065
U0001923,control,0,0.0,0.0,Drama,Mobile,35-44,EMEA,Basic,Pre-Roll 15s,2026-03-07 02:39:20.625065
U0001470,control,1,26.36,1.0,Action,Tablet,25-34,EMEA,Basic,Interactive Overlay,2026-03-18 14:30:12.625065
U0007934,variant,0,0.0,0.0,Sci-Fi,Smart TV,25-34,EMEA,Standard,Pre-Roll 15s,2026-03-14 12:03:01.625065
U0007407,variant,0,0.0,0.0,Sci-Fi,Game Console,18-24,APAC,Basic,Carousel,2026-03-06 03:28:54.625065
U0002406,control,0,0.0,0.0,Animation,Tablet,25-34,North America,Premium,Mid-Roll 30s,2026-03-17 02:21:37.625065
U0001142,control,0,0.0,0.0,Action,Smart TV,18-24,APAC,Basic,Interactive Overlay,2026-03-10 05:01:11.625065
U0001747,control,0,0.0,0.0,Comedy,Smart TV,45-54,EMEA,Standard,Teaser Clip,2026-03-09 04:50:15.625065
U0005709,variant,0,0.0,0.0,Action,Desktop,25-34,North America,Standard,Mid-Roll 30s,2026-03-08 11:37:29.625065
U0004975,control,0,0.0,0.0,Documentary,Game Console,45-54,EMEA,Standard,Mid-Roll 30s,2026-03-12 20:43:17.625065
U0007300,variant,0,0.0,0.0,Comedy,Game Console,45-54,EMEA,Standard,Interactive Overlay,2026-03-18 05:26:17.625065
U0008148,variant,0,0.0,0.0,Comedy,Smart TV,35-44,North America,Basic,Teaser Clip,2026-03-09 07:26:25.625065
U0002833,control,0,0.0,0.0,Sci-Fi,Tablet,45-54,North America,Premium,Hero Banner,2026-03-17 03:52:13.625065
U0003131,control,1,14.26,1.0,Animation,Smart TV,25-34,EMEA,Standard,Teaser Clip,2026-03-11 01:36:02.625065
U0001310,control,0,0.0,0.0,Documentary,Tablet,18-24,EMEA,Standard,Interactive Overlay,2026-03-19 16:44:25.625065
U0008650,variant,0,0.0,0.0,Animation,Desktop,35-44,North America,Standard,Hero Banner,2026-03-08 06:44:34.625065
U0006774,variant,0,0.0,0.0,Sci-Fi,Smart TV,45-54,North America,Standard,Interactive Overlay,2026-03-11 14:11:10.625065
U0006756,variant,0,0.0,0.0,Documentary,Smart TV,25-34,North America,Basic,Interactive Overlay,2026-03-15 13:24:46.625065
U0000620,control,0,0.0,0.0,Drama,Smart TV,55+,APAC,Standard,Interactive Overlay,2026-03-12 06:32:56.625065
U0002701,control,0,0.0,0.0,Sci-Fi,Mobile,55+,EMEA,Standard,Carousel,2026-03-06 22:31:45.625065
U0002199,control,0,0.0,0.0,Drama,Desktop,55+,North America,Premium,Interactive Overlay,2026-03-14 23:22:27.625065
U0006196,variant,0,0.0,0.0,Sci-Fi,Tablet,25-34,North America,Standard,Hero Banner,2026-03-18 11:52:00.625065
U0008824,variant,1,21.5,1.0,Animation,Desktop,35-44,APAC,Premium,Mid-Roll 30s,2026-03-11 00:26:09.625065
U0001046,control,0,0.0,0.0,Animation,Smart TV,45-54,EMEA,Premium,Carousel,2026-03-13 09:02:23.625065
U0005768,variant,0,0.0,0.0,Sci-Fi,Smart TV,55+,APAC,Standard,Mid-Roll 30s,2026-03-06 08:33:11.625065
U0009947,variant,0,0.0,0.0,Sci-Fi,Mobile,18-24,APAC,Standard,Pre-Roll 15s,2026-03-08 05:27:33.625065
U0009019,variant,0,0.0,0.0,Drama,Game Console,25-34,North America,Premium,Teaser Clip,2026-03-09 06:57:43.625065
U0000743,control,0,0.0,0.0,Comedy,Mobile,18-24,LATAM,Standard,Carousel,2026-03-17 20:17:27.625065
U0000222,control,0,0.0,0.0,Sci-Fi,Mobile,55+,North America,Standard,Hero Banner,2026-03-14 09:34:46.625065
U0003149,control,0,0.0,0.0,Action,Smart TV,45-54,APAC,Premium,Hero Banner,2026-03-08 10:16:57.625065
U0000625,control,0,0.0,0.0,Comedy,Mobile,25-34,LATAM,Premium,Pre-Roll 15s,2026-03-11 02:39:32.625065
U0009334,variant,0,0.0,0.0,Action,Game Console,45-54,APAC,Basic,Pre-Roll 15s,2026-03-05 20:37:15.625065
U0007566,variant,0,0.0,0.0,Action,Tablet,35-44,North America,Basic,Carousel,2026-03-16 03:38:11.625065
U0004582,control,0,0.0,0.0,Action,Game Console,35-44,EMEA,Premium,Pre-Roll 15s,2026-03-08 12:48:59.625065
U0005711,variant,0,0.0,0.0,Animation,Tablet,55+,APAC,Standard,Carousel,2026-03-13 20:30:41.625065
U0003284,control,0,0.0,0.0,Action,Mobile,25-34,EMEA,Premium,Teaser Clip,2026-03-07 03:31:25.625065
U0007585,variant,0,0.0,0.0,Sci-Fi,Mobile,25-34,APAC,Standard,Hero Banner,2026-03-13 13:56:26.625065
U0009646,variant,0,0.0,0.0,Drama,Desktop,55+,North America,Basic,Interactive Overlay,2026-03-19 02:22:54.625065
U0001530,control,0,0.0,0.0,Documentary,Smart TV,35-44,EMEA,Basic,Hero Banner,2026-03-09 06:03:19.625065
U0009685,variant,0,0.0,0.0,Drama,Mobile,45-54,North America,Basic,Interactive Overlay,2026-03-08 23:34:30.625065
U0000353,control,0,0.0,0.0,Sci-Fi,Desktop,18-24,North America,Standard,Carousel,2026-03-14 01:07:55.625065
U0002474,control,0,0.0,0.0,Comedy,Smart TV,55+,EMEA,Premium,Hero Banner,2026-03-07 04:18:58.625065
U0008013,variant,0,0.0,0.0,Documentary,Game Console,18-24,APAC,Standard,Carousel,2026-03-13 21:47:59.625065
U0006475,variant,0,0.0,0.0,Drama,Mobile,25-34,APAC,Basic,Interactive Overlay,2026-03-15 05:36:57.625065
U0006449,variant,0,0.0,0.0,Animation,Desktop,45-54,EMEA,Standard,Teaser Clip,2026-03-09 22:01:27.625065
U0000239,control,0,0.0,0.0,Action,Smart TV,35-44,APAC,Basic,Mid-Roll 30s,2026-03-06 07:58:19.625065
U0002625,control,0,0.0,0.0,Drama,Smart TV,18-24,EMEA,Standard,Mid-Roll 30s,2026-03-10 20:24:08.625065
U0009786,variant,0,0.0,0.0,Drama,Tablet,55+,APAC,Premium,Interactive Overlay,2026-03-18 04:11:24.625065
U0007198,variant,0,0.0,0.0,Comedy,Tablet,45-54,APAC,Standard,Hero Banner,2026-03-17 07:25:38.625065
U0007692,variant,0,0.0,0.0,Drama,Smart TV,45-54,LATAM,Standard,Interactive Overlay,2026-03-13 15:07:58.625065
U0002997,control,0,0.0,0.0,Documentary,Smart TV,18-24,EMEA,Premium,Interactive Overlay,2026-03-17 00:50:07.625065
U0006440,variant,0,0.0,0.0,Comedy,Smart TV,55+,North America,Basic,Teaser Clip,2026-03-11 21:54:53.625065
U0004562,control,0,0.0,0.0,Sci-Fi,Mobile,18-24,LATAM,Premium,Interactive Overlay,2026-03-09 15:11:36.625065
U0008614,variant,0,0.0,0.0,Animation,Tablet,35-44,EMEA,Premium,Interactive Overlay,2026-03-07 09:21:56.625065
U0001479,control,0,0.0,0.0,Animation,Desktop,55+,North America,Basic,Pre-Roll 15s,2026-03-06 15:19:49.625065
U0001018,control,0,0.0,0.0,Documentary,Desktop,25-34,North America,Standard,Mid-Roll 30s,2026-03-19 11:59:10.625065
U0003094,control,0,0.0,0.0,Animation,Smart TV,55+,LATAM,Standard,Interactive Overlay,2026-03-19 01:56:06.625065
U0006182,variant,0,0.0,0.0,Drama,Desktop,35-44,North America,Basic,Pre-Roll 15s,2026-03-11 17:53:37.625065
U0004960,control,0,0.0,0.0,Action,Smart TV,55+,APAC,Basic,Carousel,2026-03-09 10:14:10.625065
U0008492,variant,0,0.0,0.0,Drama,Smart TV,25-34,North America,Premium,Pre-Roll 15s,2026-03-12 12:47:14.625065
U0001103,control,0,0.0,0.0,Comedy,Mobile,55+,North America,Standard,Interactive Overlay,2026-03-11 22:47:52.625065
U0006081,variant,0,0.0,0.0,Comedy,Mobile,35-44,APAC,Standard,Hero Banner,2026-03-09 05:15:51.625065
U0009525,variant,0,0.0,0.0,Sci-Fi,Desktop,35-44,EMEA,Premium,Pre-Roll 15s,2026-03-19 14:41:55.625065
U0005190,variant,0,0.0,0.0,Drama,Mobile,45-54,North America,Premium,Carousel,2026-03-13 01:28:40.625065
U0004181,control,0,0.0,0.0,Animation,Mobile,55+,APAC,Standard,Hero Banner,2026-03-14 20:55:03.625065
U0004467,control,0,0.0,0.0,Sci-Fi,Smart TV,18-24,North America,Standard,Pre-Roll 15s,2026-03-18 12:15:39.625065
U0001626,control,0,0.0,0.0,Drama,Mobile,35-44,North America,Premium,Mid-Roll 30s,2026-03-08 08:45:53.625065
U0006717,variant,0,0.0,0.0,Sci-Fi,Smart TV,45-54,APAC,Basic,Teaser Clip,2026-03-14 07:57:48.625065
U0003798,control,0,0.0,0.0,Documentary,Tablet,18-24,EMEA,Standard,Hero Banner,2026-03-19 15:40:57.625065
U0003053,control,0,0.0,0.0,Sci-Fi,Mobile,25-34,EMEA,Basic,Interactive Overlay,2026-03-17 22:59:07.625065
U0002867,control,0,0.0,0.0,Drama,Tablet,18-24,EMEA,Standard,Hero Banner,2026-03-17 08:46:19.625065
U0001432,control,0,0.0,0.0,Action,Desktop,35-44,North America,Standard,Hero Banner,2026-03-19 08:55:37.625065
U0007983,variant,1,8.78,1.0,Sci-Fi,Mobile,18-24,North America,Standard,Pre-Roll 15s,2026-03-10 18:13:20.625065
U0009346,variant,0,0.0,0.0,Documentary,Smart TV,45-54,APAC,Standard,Mid-Roll 30s,2026-03-13 09:28:14.625065
U0009419,variant,1,48.68,1.0,Documentary,Smart TV,45-54,APAC,Standard,Carousel,2026-03-09 11:50:22.625065
U0004076,control,0,0.0,0.0,Drama,Mobile,45-54,APAC,Standard,Interactive Overlay,2026-03-07 09:44:41.625065
U0000217,control,0,0.0,0.0,Animation,Mobile,55+,North America,Basic,Pre-Roll 15s,2026-03-17 20:40:12.625065
U0003555,control,0,0.0,0.0,Animation,Game Console,25-34,North America,Premium,Teaser Clip,2026-03-08 00:15:18.625065
U0007936,variant,0,0.0,0.0,Animation,Mobile,18-24,APAC,Basic,Hero Banner,2026-03-17 21:22:21.625065
U0008421,variant,0,0.0,0.0,Documentary,Smart TV,45-54,APAC,Basic,Teaser Clip,2026-03-11 14:29:28.625065
U0001034,control,0,0.0,0.0,Action,Mobile,25-34,North America,Basic,Teaser Clip,2026-03-19 19:55:39.625065
U0003773,control,0,0.0,0.0,Sci-Fi,Tablet,35-44,North America,Basic,Teaser Clip,2026-03-13 16:32:28.625065
U0004132,control,0,0.0,0.0,Animation,Mobile,25-34,North America,Standard,Pre-Roll 15s,2026-03-08 08:06:48.625065
U0002335,control,0,0.0,0.0,Animation,Game Console,25-34,APAC,Standard,Teaser Clip,2026-03-11 08:26:57.625065
U0006492,variant,0,0.0,0.0,Animation,Tablet,18-24,North America,Basic,Mid-Roll 30s,2026-03-17 06:54:46.625065
U0001482,control,0,0.0,0.0,Animation,Tablet,35-44,LATAM,Standard,Hero Banner,2026-03-06 11:32:43.625065
U0000906,control,0,0.0,0.0,Action,Mobile,35-44,North America,Standard,Pre-Roll 15s,2026-03-17 09:55:24.625065
U0006088,variant,0,0.0,0.0,Sci-Fi,Smart TV,55+,North America,Basic,Hero Banner,2026-03-10 09:55:27.625065
U0006466,variant,0,0.0,0.0,Drama,Smart TV,25-34,North America,Standard,Pre-Roll 15s,2026-03-14 15:11:28.625065
U0005676,variant,0,0.0,0.0,Action,Desktop,45-54,North America,Basic,Teaser Clip,2026-03-10 00:08:42.625065
U0002770,control,0,0.0,0.0,Documentary,Mobile,55+,APAC,Basic,Carousel,2026-03-17 05:14:43.625065
U0001805,control,0,0.0,0.0,Comedy,Game Console,55+,North America,Premium,Pre-Roll 15s,2026-03-08 22:13:29.625065
U0007374,variant,0,0.0,0.0,Animation,Tablet,55+,APAC,Basic,Hero Banner,2026-03-11 11:06:20.625065
U0002114,control,0,0.0,0.0,Comedy,Tablet,25-34,North America,Standard,Pre-Roll 15s,2026-03-11 03:40:49.625065
U0004534,control,0,0.0,0.0,Drama,Smart TV,55+,EMEA,Standard,Teaser Clip,2026-03-06 08:30:06.625065
U0002531,control,0,0.0,0.0,Comedy,Smart TV,55+,EMEA,Premium,Hero Banner,2026-03-12 21:44:16.625065
U0008525,variant,0,0.0,0.0,Comedy,Tablet,35-44,EMEA,Standard,Mid-Roll 30s,2026-03-12 21:22:26.625065
U0003470,control,0,0.0,0.0,Drama,Smart TV,35-44,North America,Standard,Interactive Overlay,2026-03-11 16:13:54.625065
U0001402,control,1,13.39,1.0,Sci-Fi,Tablet,45-54,North America,Basic,Pre-Roll 15s,2026-03-17 08:56:30.625065
U0000852,control,0,0.0,0.0,Documentary,Smart TV,18-24,North America,Basic,Interactive Overlay,2026-03-09 21:10:15.625065
U0003082,control,0,0.0,0.0,Comedy,Game Console,18-24,North America,Premium,Teaser Clip,2026-03-16 04:27:05.625065
U0008024,variant,0,0.0,0.0,Sci-Fi,Mobile,18-24,North America,Standard,Hero Banner,2026-03-10 21:12:44.625065
U0007565,variant,1,35.67,1.0,Comedy,Smart TV,45-54,North America,Basic,Pre-Roll 15s,2026-03-07 11:34:12.625065
U0005529,variant,0,0.0,0.0,Documentary,Tablet,35-44,APAC,Standard,Teaser Clip,2026-03-17 15:26:06.625065
U0007854,variant,0,0.0,0.0,Action,Smart TV,55+,APAC,Premium,Hero Banner,2026-03-12 17:54:04.625065
U0004932,control,0,0.0,0.0,Drama,Smart TV,55+,North America,Basic,Pre-Roll 15s,2026-03-18 14:38:08.625065
U0005159,variant,0,0.0,0.0,Documentary,Smart TV,18-24,EMEA,Standard,Pre-Roll 15s,2026-03-18 02:19:32.625065
U0009715,variant,0,0.0,0.0,Drama,Tablet,55+,North America,Premium,Carousel,2026-03-13 07:47:07.625065
U0003846,control,0,0.0,0.0,Sci-Fi,Game Console,18-24,LATAM,Premium,Carousel,2026-03-19 15:01:00.625065
U0006483,variant,0,0.0,0.0,Sci-Fi,Smart TV,45-54,North America,Standard,Interactive Overlay,2026-03-15 03:38:06.625065
U0000747,control,0,0.0,0.0,Drama,Mobile,25-34,EMEA,Premium,Teaser Clip,2026-03-08 19:29:25.625065
U0003034,control,1,19.22,1.0,Drama,Smart TV,55+,North America,Standard,Pre-Roll 15s,2026-03-16 14:13:10.625065
U0000347,control,0,0.0,0.0,Animation,Desktop,45-54,North America,Basic,Carousel,2026-03-07 06:47:51.625065
U0003351,control,0,0.0,0.0,Drama,Mobile,25-34,North America,Basic,Hero Banner,2026-03-12 13:23:55.625065
U0002864,control,0,0.0,0.0,Action,Desktop,18-24,North America,Standard,Hero Banner,2026-03-19 00:12:20.625065
U0002167,control,0,0.0,0.0,Comedy,Tablet,35-44,APAC,Standard,Interactive Overlay,2026-03-17 17:35:32.625065
U0006954,variant,0,0.0,0.0,Sci-Fi,Mobile,18-24,EMEA,Standard,Hero Banner,2026-03-16 20:56:42.625065
U0006209,variant,0,0.0,0.0,Documentary,Game Console,18-24,APAC,Standard,Pre-Roll 15s,2026-03-08 09:37:20.625065
U0002777,control,0,0.0,0.0,Action,Desktop,35-44,LATAM,Standard,Mid-Roll 30s,2026-03-13 20:21:31.625065
U0001441,control,0,0.0,0.0,Documentary,Game Console,25-34,North America,Premium,Pre-Roll 15s,2026-03-13 19:26:21.625065
U0005657,variant,0,0.0,0.0,Drama,Desktop,45-54,EMEA,Premium,Interactive Overlay,2026-03-06 15:23:10.625065
U0009657,variant,0,0.0,0.0,Sci-Fi,Desktop,45-54,APAC,Standard,Teaser Clip,2026-03-15 21:57:57.625065
U0003027,control,0,0.0,0.0,Drama,Smart TV,45-54,APAC,Standard,Hero Banner,2026-03-17 03:32:43.625065
U0006117,variant,0,0.0,0.0,Comedy,Desktop,55+,APAC,Standard,Teaser Clip,2026-03-09 15:00:31.625065
U0002483,control,0,0.0,0.0,Animation,Desktop,25-34,EMEA,Standard,Pre-Roll 15s,2026-03-12 18:27:44.625065
U0002882,control,0,0.0,0.0,Animation,Smart TV,55+,North America,Premium,Teaser Clip,2026-03-06 01:11:08.625065
U0005561,variant,0,0.0,0.0,Sci-Fi,Mobile,18-24,North America,Standard,Carousel,2026-03-11 10:01:04.625065
U0000763,control,0,0.0,0.0,Comedy,Mobile,18-24,North America,Basic,Hero Banner,2026-03-10 14:13:07.625065
U0006481,variant,0,0.0,0.0,Animation,Tablet,18-24,APAC,Basic,Mid-Roll 30s,2026-03-05 23:21:41.625065
U0001616,control,0,0.0,0.0,Animation,Tablet,18-24,EMEA,Standard,Mid-Roll 30s,2026-03-14 22:03:34.625065
U0001222,control,1,119.51,1.0,Action,Desktop,55+,North America,Standard,Interactive Overlay,2026-03-07 10:10:54.625065
U0008664,variant,0,0.0,0.0,Action,Mobile,45-54,LATAM,Basic,Teaser Clip,2026-03-08 07:39:23.625065
U0006221,variant,0,0.0,0.0,Action,Tablet,55+,EMEA,Standard,Teaser Clip,2026-03-06 03:34:00.625065
U0001576,control,0,0.0,0.0,Drama,Game Console,55+,North America,Premium,Carousel,2026-03-13 13:42:50.625065
U0009391,variant,0,0.0,0.0,Animation,Mobile,18-24,North America,Standard,Teaser Clip,2026-03-06 15:43:20.625065
U0006350,variant,0,0.0,0.0,Drama,Mobile,35-44,North America,Standard,Teaser Clip,2026-03-11 02:30:24.625065
U0003782,control,1,157.82,1.0,Animation,Game Console,18-24,APAC,Standard,Hero Banner,2026-03-14 18:00:32.625065
U0004374,control,0,0.0,0.0,Comedy,Mobile,55+,North America,Basic,Teaser Clip,2026-03-13 02:50:08.625065
U0000708,control,0,0.0,0.0,Animation,Smart TV,18-24,LATAM,Premium,Carousel,2026-03-15 03:58:01.625065
U0000509,control,0,0.0,0.0,Animation,Desktop,45-54,North America,Premium,Teaser Clip,2026-03-16 12:20:58.625065
U0002954,control,0,0.0,0.0,Documentary,Smart TV,18-24,APAC,Standard,Hero Banner,2026-03-15 14:02:27.625065
U0007537,variant,0,0.0,0.0,Animation,Mobile,35-44,APAC,Standard,Teaser Clip,2026-03-11 09:08:07.625065
U0006338,variant,0,0.0,0.0,Comedy,Desktop,45-54,EMEA,Basic,Teaser Clip,2026-03-08 17:32:18.625065
U0008922,variant,0,0.0,0.0,Drama,Mobile,18-24,EMEA,Standard,Carousel,2026-03-13 14:47:35.625065
U0007063,variant,0,0.0,0.0,Sci-Fi,Smart TV,45-54,APAC,Basic,Pre-Roll 15s,2026-03-12 02:12:04.625065
U0007162,variant,0,0.0,0.0,Sci-Fi,Tablet,55+,North America,Standard,Mid-Roll 30s,2026-03-10 22:49:56.625065
U0007371,variant,0,0.0,0.0,Drama,Mobile,55+,North America,Standard,Hero Banner,2026-03-12 23:37:44.625065
U0006828,variant,0,0.0,0.0,Comedy,Desktop,18-24,North America,Standard,Pre-Roll 15s,2026-03-13 14:58:12.625065
U0003615,control,0,0.0,0.0,Comedy,Smart TV,55+,North America,Premium,Teaser Clip,2026-03-08 19:06:15.625065
U0004656,control,1,4.2,1.0,Animation,Mobile,18-24,APAC,Basic,Carousel,2026-03-10 00:05:15.625065
U0006975,variant,0,0.0,0.0,Comedy,Mobile,25-34,North America,Basic,Mid-Roll 30s,2026-03-16 13:53:23.625065
U0004350,control,0,0.0,0.0,Animation,Game Console,45-54,APAC,Standard,Carousel,2026-03-13 08:55:20.625065
U0000711,control,0,0.0,0.0,Sci-Fi,Tablet,18-24,APAC,Standard,Interactive Overlay,2026-03-17 05:08:21.625065
U0006478,variant,0,0.0,0.0,Action,Smart TV,25-34,APAC,Standard,Hero Banner,2026-03-10 23:29:01.625065
U0009129,variant,0,0.0,0.0,Animation,Game Console,18-24,APAC,Standard,Interactive Overlay,2026-03-06 12:15:51.625065
U0008204,variant,0,0.0,0.0,Sci-Fi,Smart TV,35-44,North America,Standard,Carousel,2026-03-08 13:17:08.625065
U0009203,variant,0,0.0,0.0,Animation,Smart TV,45-54,APAC,Standard,Mid-Roll 30s,2026-03-15 00:28:54.625065
U0000712,control,0,0.0,0.0,Animation,Smart TV,35-44,North America,Premium,Interactive Overlay,2026-03-10 16:47:28.625065
U0009112,variant,0,0.0,0.0,Comedy,Game Console,25-34,APAC,Standard,Interactive Overlay,2026-03-11 04:53:50.625065
U0001245,control,0,0.0,0.0,Sci-Fi,Desktop,25-34,North America,Premium,Interactive Overlay,2026-03-15 12:54:11.625065
U0009785,variant,0,0.0,0.0,Comedy,Desktop,45-54,North America,Standard,Carousel,2026-03-07 07:17:21.625065
U0006848,variant,0,0.0,0.0,Documentary,Tablet,25-34,APAC,Premium,Carousel,2026-03-06 17:06:53.625065
U0005133,variant,0,0.0,0.0,Animation,Smart TV,18-24,LATAM,Standard,Carousel,2026-03-11 05:58:19.625065
U0000715,control,0,0.0,0.0,Action,Smart TV,35-44,North America,Standard,Interactive Overlay,2026-03-19 03:07:08.625065
U0003463,control,0,0.0,0.0,Sci-Fi,Mobile,18-24,North America,Standard,Teaser Clip,2026-03-18 22:02:40.625065
U0004394,control,0,0.0,0.0,Drama,Mobile,55+,North America,Basic,Carousel,2026-03-08 07:58:07.625065
U0004568,control,0,0.0,0.0,Sci-Fi,Smart TV,18-24,North America,Standard,Carousel,2026-03-15 19:08:34.625065
U0008803,variant,0,0.0,0.0,Animation,Desktop,55+,EMEA,Standard,Interactive Overlay,2026-03-10 00:19:13.625065
U0008489,variant,0,0.0,0.0,Action,Smart TV,45-54,EMEA,Premium,Mid-Roll 30s,2026-03-18 12:45:34.625065
U0007701,variant,0,0.0,0.0,Documentary,Tablet,35-44,EMEA,Premium,Mid-Roll 30s,2026-03-10 19:20:30.625065
U0000212,control,0,0.0,0.0,Action,Smart TV,35-44,APAC,Basic,Pre-Roll 15s,2026-03-10 20:36:19.625065
U0009767,variant,0,0.0,0.0,Animation,Smart TV,25-34,APAC,Standard,Hero Banner,2026-03-16 11:33:05.625065
U0006838,variant,1,75.22,1.0,Drama,Smart TV,55+,APAC,Premium,Teaser Clip,2026-03-14 01:10:22.625065
U0001010,control,0,0.0,0.0,Animation,Mobile,45-54,LATAM,Standard,Carousel,2026-03-10 06:57:15.625065
U0000323,control,0,0.0,0.0,Animation,Smart TV,45-54,North America,Standard,Carousel,2026-03-16 16:01:46.625065
U0005396,variant,0,0.0,0.0,Comedy,Mobile,25-34,APAC,Premium,Interactive Overlay,2026-03-17 13:13:43.625065
U0005990,variant,0,0.0,0.0,Documentary,Mobile,55+,North America,Basic,Teaser Clip,2026-03-06 09:48:07.625065
U0003172,control,0,0.0,0.0,Comedy,Smart TV,18-24,APAC,Basic,Hero Banner,2026-03-13 21:06:52.625065
U0000334,control,0,0.0,0.0,Animation,Smart TV,25-34,APAC,Standard,Interactive Overlay,2026-03-14 17:30:53.625065
U0008305,variant,0,0.0,0.0,Sci-Fi,Desktop,55+,LATAM,Standard,Hero Banner,2026-03-07 13:54:52.625065
U0002210,control,1,6.68,1.0,Animation,Mobile,55+,EMEA,Premium,Pre-Roll 15s,2026-03-13 13:55:56.625065
U0004271,control,0,0.0,0.0,Sci-Fi,Tablet,55+,EMEA,Basic,Mid-Roll 30s,2026-03-09 08:28:37.625065
U0006740,variant,0,0.0,0.0,Documentary,Tablet,45-54,APAC,Standard,Mid-Roll 30s,2026-03-16 15:14:47.625065
U0000233,control,0,0.0,0.0,Documentary,Smart TV,18-24,North America,Premium,Hero Banner,2026-03-06 00:26:03.625065
U0005950,variant,0,0.0,0.0,Action,Smart TV,35-44,APAC,Standard,Interactive Overlay,2026-03-13 19:52:32.625065
U0005737,variant,0,0.0,0.0,Animation,Mobile,25-34,North America,Standard,Hero Banner,2026-03-07 21:22:48.625065
U0007921,variant,0,0.0,0.0,Drama,Smart TV,18-24,EMEA,Standard,Pre-Roll 15s,2026-03-12 11:55:08.625065
U0002348,control,0,0.0,0.0,Action,Mobile,45-54,EMEA,Standard,Hero Banner,2026-03-08 01:31:03.625065
U0002036,control,1,19.08,1.0,Comedy,Desktop,35-44,EMEA,Premium,Carousel,2026-03-15 21:57:23.625065
U0007484,variant,0,0.0,0.0,Drama,Smart TV,25-34,EMEA,Standard,Teaser Clip,2026-03-06 08:40:54.625065
U0006006,variant,0,0.0,0.0,Comedy,Desktop,25-34,North America,Standard,Mid-Roll 30s,2026-03-10 04:31:31.625065
U0004553,control,0,0.0,0.0,Action,Mobile,35-44,APAC,Basic,Hero Banner,2026-03-11 03:10:16.625065
U0008072,variant,0,0.0,0.0,Action,Tablet,35-44,APAC,Basic,Interactive Overlay,2026-03-15 19:56:22.625065
U0001458,control,1,27.73,1.0,Documentary,Smart TV,45-54,APAC,Premium,Teaser Clip,2026-03-09 21:50:38.625065
U0003288,control,0,0.0,0.0,Comedy,Desktop,18-24,EMEA,Basic,Carousel,2026-03-09 08:22:49.625065
U0003064,control,0,0.0,0.0,Action,Smart TV,45-54,North America,Basic,Mid-Roll 30s,2026-03-11 18:46:08.625065
U0009436,variant,0,0.0,0.0,Sci-Fi,Smart TV,45-54,North America,Basic,Hero Banner,2026-03-15 18:04:40.625065
U0000774,control,0,0.0,0.0,Comedy,Mobile,18-24,North America,Basic,Carousel,2026-03-14 11:49:47.625065
U0006832,variant,0,0.0,0.0,Documentary,Mobile,35-44,North America,Premium,Interactive Overlay,2026-03-18 07:58:27.625065
U0000871,control,0,0.0,0.0,Sci-Fi,Smart TV,35-44,LATAM,Standard,Mid-Roll 30s,2026-03-06 19:27:51.625065
U0008749,variant,0,0.0,0.0,Documentary,Desktop,25-34,APAC,Basic,Hero Banner,2026-03-08 15:22:07.625065
U0001263,control,1,52.59,1.0,Animation,Tablet,25-34,EMEA,Basic,Pre-Roll 15s,2026-03-06 02:41:19.625065
U0004833,control,0,0.0,0.0,Action,Smart TV,35-44,North America,Standard,Carousel,2026-03-09 01:32:07.625065
U0003894,control,1,25.92,1.0,Drama,Smart TV,55+,North America,Basic,Carousel,2026-03-17 11:21:50.625065
U0006323,variant,0,0.0,0.0,Animation,Smart TV,45-54,APAC,Premium,Teaser Clip,2026-03-10 16:23:36.625065
